age,experience,licence,NCD,PostcodeArea,make,EngineCC,fuel,value,vehicle_age,ownership,vehicle_kept,mileage,use,claims,price,train_test
55,24,Full,7,NG,NISSAN,1386,P,2900,5,3,Drive,15000,SDP&C,0,321,0
41,23,Full,10,BT,BMW,1995,D,3200,11,3,Drive,10000,SDP&C,1,417,0
28,10,Full,9,CF,VAUXHALL,1598,P,6200,3,2,Road,10000,SDP&C,0,302,0
32,9,Full,9,NW,VAUXHALL,1398,P,3300,4,2,Drive,3999,SDP,0,927,0
30,12,Full,10,M,SEAT,1968,D,5500,6,3,Road,5000,SDP,0,528,0
37,1,Full,1,LE,NISSAN,1995,D,6300,6,0,Garage,3000,SDP,0,1241,0
30,10,Full,10,LA,VOLKSWAGEN,1896,D,1600,11,2,Garage,10000,Business,0,429,0
22,2,Full,1,SG,VAUXHALL,1229,P,5000,2,1,Drive,8000,SDP&C,1,778,0
61,40,Full,10,WS,HONDA,2199,D,9600,5,4,Drive,7000,SDP,1,311,0
41,22,Full,10,AB,AUDI,1968,D,16700,3,1,Drive,6000,SDP,0,256,0
20,2,Full,1,MK,FORD,1297,P,200,15,0,Drive,2000,SDP,0,1251,0
32,13,Full,9,E,FORD,1388,P,300,16,4,Road,10000,SDP&C,0,616,0
34,13,Full,10,CT,VAUXHALL,1598,P,5600,3,2,Drive,18000,SDP&C,0,486,0
38,19,Full,5,LA,HYUNDAI,1248,P,5600,3,1,Road,3000,SDP&C,1,227,0
55,25,Full,20,BD,VOLVO,2400,D,7300,7,1,Road,8000,SDP,0,391,0
74,51,Full,10,TA,FORD,1596,P,2900,6,1,Drive,8000,SDP,0,195,0
37,12,Full,7,S,AUDI,1781,P,800,14,0,Drive,4000,SDP&C,1,680,0
34,13,Full,1,NP,AUDI,1781,P,1600,15,0,Drive,4500,SDP,0,585,0
20,1,Full,0,CM,NISSAN,1240,P,1000,12,1,Road,7000,SDP&C,1,1087,0
69,45,Full,9,GL,PEUGEOT,1398,D,1300,11,4,Drive,5000,SDP,0,165,0
63,40,Full,4,BA,FORD,1388,P,500,13,2,Other,2500,SDP,0,190,0
70,54,Full,20,SG,SKODA,1968,D,8500,4,0,Drive,4000,Business,0,475,0
35,16,Full,16,LS,FORD,1560,D,10000,3,2,Drive,12000,SDP&C,0,596,0
43,26,Full,4,CB,LANDROVER,1996,D,24800,1,1,Drive,7500,Business,0,503,0
26,9,Full,9,SG,FIAT,1242,P,900,10,3,Drive,5000,SDP&C,0,265,0
29,0,Full,0,CH,VAUXHALL,1364,P,1400,9,0,Garage,6000,SDP,0,2344,0
36,17,Full,8,BD,VAUXHALL,1910,D,1500,8,0,Drive,6000,SDP&C,0,1286,0
38,20,Full,12,LE,VOLKSWAGEN,1598,D,6200,6,2,Drive,5000,SDP,0,506,0
26,4,Full,1,BT,HYUNDAI,1248,P,3700,3,0,Road,6000,SDP&C,1,1147,0
49,7,Full,4,MK,SEAT,1781,P,300,17,3,Garage,10000,SDP&C,0,736,0
45,6,Full,0,SW,FORD,1997,D,12000,2,0,Garage,10000,SDP,0,1337,0
35,18,Full,5,LE,AUDI,1395,P,27000,0,0,Drive,5000,Business,0,402,0
40,21,Full,8,W,MERCEDES-BENZ,2143,D,14500,2,1,Road,3000,SDP,0,797,0
54,19,Full,9,KY,HONDA,1339,P,400,14,0,Road,5000,SDP,1,247,0
31,12,Full,8,SE,MERCEDES-BENZ,1899,P,300,17,0,Garage,2000,SDP,0,995,0
47,24,Full,1,SE,FORD,2522,P,2800,9,1,Garage,3000,SDP,0,878,0
71,51,Full,9,HU,FORD,1242,P,5000,3,2,Drive,9000,SDP,0,208,0
28,10,Full,0,SW,RENAULT,1598,P,500,12,0,Drive,5000,SDP,0,1364,0
78,60,Full,20,EX,PEUGEOT,1360,P,700,13,11,Drive,3000,SDP,0,163,0
76,25,Full,9,SK,VAUXHALL,1686,D,500,14,4,Road,6000,SDP,0,385,0
24,5,Full,3,LU,VOLKSWAGEN,1390,P,800,14,2,Drive,3000,SDP&C,0,1238,0
32,2,Full,2,DN,AUDI,1984,P,6700,10,0,Drive,3000,SDP,0,851,0
32,8,Full,5,HD,CHEVROLET,995,P,3900,3,3,Drive,11000,SDP&C,1,798,0
23,4,Full,0,RH,FORD,1242,P,2800,4,0,Drive,12000,SDP&C,1,1065,0
34,15,Full,6,NE,VOLKSWAGEN,1598,D,12500,2,1,Drive,5000,Business,0,315,0
43,20,Full,10,BD,PEUGEOT,1398,D,400,14,13,Garage,2000,SDP,0,360,0
59,40,Full,10,B,PEUGEOT,1560,D,4800,4,0,Drive,13000,SDP&C,0,349,0
69,48,Full,9,PL,BMW,1995,D,4300,9,0,Drive,5000,SDP,0,246,0
82,60,Full,20,WN,MITSUBISHI,1332,P,2200,8,0,Drive,2000,SDP,0,581,0
22,4,Full,4,TN,FORD,1242,P,3800,4,3,Drive,9000,SDP&C,1,693,0
25,4,Full,3,HA,RENAULT,1149,P,500,11,3,Road,2000,SDP&C,1,883,0
26,0,Full,0,LD,VAUXHALL,1229,P,700,11,0,Road,5000,SDP,0,1164,0
49,22,Full,12,SA,SKODA,1390,P,1500,10,0,Drive,7000,SDP,0,505,0
74,40,Full,1,EH,FORD,1242,P,3200,5,0,Garage,4000,SDP,0,255,0
38,12,Full,12,BT,PEUGEOT,2179,D,1700,14,0,Road,7000,SDP&C,0,429,0
55,36,Full,9,PR,AUDI,4172,P,1500,18,5,Road,5000,SDP,0,381,0
29,2,Full,2,EH,FORD,1596,P,7900,5,1,Drive,35000,SDP,0,1037,0
26,9,Full,8,PE,SMART,999,P,2000,9,8,Garage,4000,SDP,0,289,0
28,10,Full,1,SY,HONDA,2204,D,3000,10,0,Garage,3000,SDP,0,495,0
42,25,Full,3,SS,MERCEDES-BENZ,2987,D,32000,1,0,Drive,8000,SDP,0,747,0
27,9,Full,6,GL,ALFA ROMEO,1368,P,15000,2,0,Drive,6000,SDP,0,489,0
86,60,Full,11,SK,RENAULT,1149,P,2500,8,6,Road,4999,SDP,1,702,0
62,27,Full,20,TW,FORD,1388,P,2600,8,7,Road,3000,SDP,0,182,0
62,44,Full,1,E,SUZUKI,1586,P,9100,1,1,Drive,3000,SDP&C,0,376,0
35,15,Full,1,SA,FORD,1596,P,600,11,7,Drive,5000,SDP&C,0,241,0
47,27,Full,6,LL,LANDROVER,1951,D,1900,11,0,Drive,2500,SDP,0,483,0
26,9,Full,8,ST,NISSAN,1461,D,8400,3,1,Drive,8000,SDP&C,0,443,0
21,2,Full,0,N,FORD,1398,D,800,11,0,Drive,5000,SDP,0,2668,0
28,11,Full,1,HA,BMW,1995,D,4800,8,1,Drive,9000,SDP,0,1290,0
40,20,Full,7,N,HONDA,1799,P,5600,6,2,Road,7500,SDP,0,572,0
21,4,Full,4,DA,BMW,2993,D,3500,13,1,Road,3000,SDP,0,1692,0
76,30,Full,5,DT,KIA,1086,P,2400,7,7,Drive,7000,SDP,1,234,0
44,11,Full,0,N,CHEVROLET,995,P,1100,9,0,Garage,3000,SDP,0,1020,0
27,6,Full,6,UB,HYUNDAI,1399,P,1300,9,5,Road,10000,SDP&C,0,646,0
48,30,Full,9,ML,HYUNDAI,998,P,6400,1,0,Garage,9000,SDP&C,0,188,0
30,8,Full,2,RG,FORD,1596,P,300,14,2,Road,8000,SDP&C,0,683,0
63,44,Full,17,SO,FORD,1388,P,200,13,4,Drive,5000,SDP,0,213,0
21,3,Full,3,WN,VOLKSWAGEN,1596,P,700,14,1,Road,1000,SDP&C,1,996,0
30,9,Full,3,E,VOLKSWAGEN,1198,P,1400,10,1,Road,3000,Business,0,799,0
26,8,Full,1,LL,VAUXHALL,1598,P,1900,8,0,Garage,1500,SDP&C,0,553,0
22,3,Full,2,NG,VAUXHALL,1364,P,600,10,1,Other,10000,SDP&C,0,840,0
57,38,Full,11,SS,TOYOTA,1796,P,700,14,11,Drive,8000,SDP,3,245,0
66,49,Full,20,NP,NISSAN,1598,P,4400,6,3,Garage,5000,SDP&C,0,206,0
50,33,Full,5,DN,VAUXHALL,1998,P,3400,8,2,Drive,3000,SDP&C,0,749,0
32,0,Full,0,SK,CHEVROLET,995,P,800,11,0,Road,8000,SDP,0,1286,0
27,8,Full,5,LL,VOLVO,1997,D,5600,8,0,Drive,10000,SDP&C,0,762,0
43,10,Full,0,LA,FORD,1299,P,200,18,0,Road,10000,SDP,0,671,0
21,3,Full,1,BS,VOLKSWAGEN,1896,D,2100,10,2,Garage,4500,SDP,0,916,0
51,20,Full,4,TN,TOYOTA,1794,P,300,16,0,Garage,3500,SDP,0,523,0
39,22,Full,10,PO,SKODA,1968,D,11000,2,2,Drive,8000,SDP&C,0,271,0
33,14,Full,11,E,TOYOTA,998,P,400,15,0,Road,4000,SDP,0,536,0
38,17,Full,9,IG,FORD,1242,P,3200,6,1,Garage,1000,SDP&C,1,734,0
57,39,Full,10,MK,PEUGEOT,1360,P,1000,10,8,Road,10000,SDP&C,0,176,0
19,0,Full,0,HP,SUZUKI,1328,P,1500,10,0,Drive,10000,SDP&C,0,2604,0
24,4,Full,2,N,VOLKSWAGEN,999,P,3100,4,0,Drive,12000,Business,0,1203,0
64,25,Full,3,G,NISSAN,1198,P,7700,3,1,Road,5000,SDP,0,247,0
26,0,Full,0,DA,FORD,1297,P,500,11,0,Garage,10000,SDP&C,0,1899,0
43,23,Full,10,BB,HYUNDAI,1396,P,6400,3,1,Drive,7000,Business,1,414,0
38,20,Full,12,BS,VAUXHALL,1398,P,2700,6,3,Drive,5000,SDP&C,1,411,0
49,27,Full,10,CV,FORD,1596,P,2300,7,4,Drive,2000,SDP,1,323,0
51,33,Full,9,ST,MAZDA,1999,P,10000,10,2,Garage,7000,SDP&C,0,1052,0
78,54,Full,10,NE,PEUGEOT,999,P,10700,3,3,Road,10000,SDP,0,235,0
79,32,Full,20,EN,VAUXHALL,999,P,5600,0,0,Road,3000,SDP,0,418,0
29,4,Full,3,HP,VAUXHALL,1910,D,1000,9,2,Drive,5000,SDP,0,1332,0
64,37,Full,9,GU,PEUGEOT,998,P,1200,9,3,Garage,3000,SDP,0,143,0
50,33,Full,20,B,AUDI,1798,P,13900,4,0,Drive,8000,SDP&C,0,819,0
63,14,Full,2,BT,ROVER,1396,P,500,12,3,Drive,2500,SDP,1,333,0
58,37,Full,20,CF,VAUXHALL,998,P,1900,7,6,Garage,4000,SDP&C,0,191,0
66,42,Full,9,CH,PEUGEOT,1560,D,4100,5,2,Garage,5000,SDP,0,264,0
32,14,Full,14,SG,KIA,1975,P,2000,9,5,Drive,10000,SDP&C,0,265,0
29,12,Full,5,NG,FORD,1796,P,500,14,0,Garage,5000,SDP,0,442,0
28,6,Full,6,WA,VAUXHALL,1956,D,6400,3,0,Other,5000,SDP,0,1136,0
25,1,Full,1,NE,FORD,1388,P,500,13,0,Drive,3000,SDP,0,1427,0
39,20,Full,10,RG,VAUXHALL,1796,P,2100,8,5,Drive,5000,Business,0,310,0
62,45,Full,20,CW,VOLVO,1969,D,19700,3,0,Drive,10000,SDP,0,258,0
25,3,Full,3,RM,KIA,1248,P,5800,3,3,Garage,800,SDP,0,808,0
55,32,Full,20,IP,VAUXHALL,1956,D,8500,3,0,Other,10000,SDP&C,0,293,0
67,49,Full,20,SE,BMW,1995,D,25100,1,1,Drive,12000,SDP,0,498,0
46,29,Full,8,TS,NISSAN,1240,P,1900,10,1,Drive,8000,SDP&C,0,206,0
26,1,Full,1,S,TOYOTA,998,P,400,15,1,Drive,6000,SDP&C,0,876,0
57,28,Full,20,SA,MERCEDES-BENZ,2987,D,5700,9,4,Drive,6000,Business,0,290,0
27,9,Full,5,SN,FIAT,1242,P,3400,6,1,Drive,5000,SDP,0,270,0
52,32,Full,20,NE,SUBARU,2457,P,13600,5,0,Drive,5000,SDP,0,378,0
18,0,Full,0,CA,MINI,1233,P,14600,0,0,Drive,10000,SDP,1,2439,0
25,5,Full,5,BN,KIA,998,P,5700,2,0,Road,6000,Business,0,517,0
19,1,Full,0,DH,RENAULT,1149,P,1800,8,0,Other,8000,SDP,1,1892,0
30,1,Full,1,MK,VAUXHALL,1229,P,1800,8,1,Road,5009,SDP,0,546,0
44,25,Full,6,S,PORSCHE,2687,P,9000,9,0,Drive,5000,SDP&C,0,487,0
20,0,Full,0,GU,FORD,1242,P,700,11,0,Drive,10000,SDP&C,0,2247,0
37,20,Full,0,CH,VOLKSWAGEN,1968,D,4000,12,0,Road,5000,SDP,0,1456,0
54,37,Full,20,DL,AUDI,1968,D,21400,2,0,Drive,9000,Business,0,285,0
47,2,Full,0,DE,FIAT,1368,P,1000,11,0,Garage,4000,SDP,0,1046,0
49,30,Full,9,HU,JAGUAR,1998,D,1500,14,1,Road,12000,Business,0,515,0
24,5,Full,7,EH,MINI,1598,P,3300,8,3,Drive,8000,SDP&C,0,339,0
34,13,Full,6,WA,VAUXHALL,1229,P,1600,8,0,Drive,5500,SDP&C,1,525,0
60,28,Full,10,DG,HYUNDAI,1248,P,3600,3,1,Road,8000,Business,0,172,0
34,9,Full,7,DL,VAUXHALL,1248,D,1400,10,1,Drive,9000,SDP&C,0,466,0
31,13,Full,12,EH,PEUGEOT,1360,P,1000,10,7,Drive,1000,SDP,0,357,0
27,0,Full,2,NR,RENAULT,1461,D,600,12,4,Road,3000,SDP,0,767,0
28,10,Full,1,CA,MINI,1598,P,1300,13,2,Road,5000,SDP&C,1,402,0
33,9,Full,7,SE,SAAB,1910,D,1000,11,4,Drive,4000,SDP,0,613,0
36,14,Full,3,HP,TOYOTA,1497,P,7500,2,2,Road,5000,SDP&C,0,522,0
53,22,Full,5,B,FORD,1242,P,2400,7,1,Road,3000,SDP&C,1,691,0
59,39,Full,3,TN,VAUXHALL,1598,P,300,15,0,Drive,5000,SDP&C,0,429,0
40,21,Full,1,BA,TOYOTA,1329,P,2000,8,0,Drive,6000,SDP,0,510,0
51,33,Full,9,CV,NISSAN,1598,D,8800,5,4,Drive,10000,Business,0,306,0
61,41,Full,11,NE,VAUXHALL,1229,P,2300,6,0,Drive,4000,SDP&C,0,217,0
72,45,Full,11,G,VOLKSWAGEN,1198,P,5800,3,1,Drive,3000,SDP,0,189,0
41,23,Full,16,CV,MERCEDES-BENZ,1598,P,800,13,0,Drive,2000,SDP,0,307,0
75,50,Full,12,TR,SKODA,1598,D,6900,4,1,Drive,10000,SDP,0,237,0
69,42,Full,7,SO,KIA,2902,D,700,14,10,Drive,8000,SDP&C,0,243,0
27,9,Full,4,HP,VAUXHALL,1956,D,8400,4,1,Road,10000,SDP&C,0,693,0
50,30,Full,20,LL,FORD,1398,D,4600,4,3,Drive,10000,SDP&C,0,215,0
58,41,Full,20,TW,FORD,1596,P,300,13,10,Road,8000,SDP&C,0,329,0
65,44,Full,9,SG,MITSUBISHI,2268,D,11200,2,1,Drive,7000,SDP,1,251,0
40,12,Full,9,M,MERCEDES-BENZ,2143,D,16700,3,1,Garage,3000,SDP,0,714,0
46,24,Full,11,M,FORD,1242,P,6100,3,0,Road,7000,SDP,0,353,0
66,40,Full,9,DL,MITSUBISHI,2268,D,19700,1,0,Garage,8000,SDP,0,278,0
60,39,Full,9,BD,RENAULT,1149,P,5000,3,3,Drive,8000,SDP&C,0,279,0
59,25,Full,9,TN,AUDI,2393,P,1700,14,10,Drive,5000,SDP,0,185,0
52,35,Full,20,RH,TOYOTA,1998,P,300,20,16,Road,9000,SDP&C,0,183,0
20,3,Full,3,B,FIAT,1242,P,5500,3,3,Drive,25000,SDP&C,0,921,0
72,50,Full,2,RM,AUDI,1968,D,8600,6,1,Drive,12000,SDP,3,997,0
52,28,Full,19,SA,BMW,1895,P,400,16,11,Drive,5000,SDP&C,0,202,0
21,0,Full,0,TW,VAUXHALL,1598,P,400,14,0,Road,12500,SDP&C,0,2883,0
63,45,Full,7,CT,LEXUS,3456,P,13900,6,0,Drive,9000,SDP,1,520,0
32,8,Full,2,W,VOLKSWAGEN,1198,P,1200,10,2,Road,7000,SDP,1,673,0
38,11,Full,10,SK,RENAULT,1598,P,700,11,10,Road,8000,SDP,1,603,0
28,10,Full,5,N,BMW,1995,D,9600,6,0,Drive,2000,SDP,0,1650,0
65,48,Full,16,SO,VAUXHALL,1229,P,1100,10,10,Road,7000,SDP,1,230,0
74,44,Full,20,G,SUZUKI,998,P,3900,1,1,Drive,8000,SDP,0,215,0
42,23,Full,3,SY,VAUXHALL,1199,P,200,15,0,Drive,1400,SDP&C,1,290,0
26,1,Full,0,RM,VAUXHALL,1998,P,4000,10,0,Drive,3000,SDP,0,2588,0
30,1,Provisional,0,KY,MINI,1396,P,2700,9,0,Drive,5000,SDP,0,930,0
61,42,Full,9,SE,LANDROVER,3630,D,11000,10,9,Drive,5000,SDP,0,379,0
35,10,Full,3,NE,FIAT,1370,P,600,12,3,Road,1000,SDP&C,0,804,0
28,10,Full,9,OL,VAUXHALL,1229,P,1800,8,6,Road,4000,SDP&C,0,493,0
26,6,Full,6,CV,BMW,1995,D,3300,11,1,Garage,4000,SDP,0,864,0
44,17,Full,9,GU,NISSAN,1461,D,6400,4,2,Road,10000,SDP&C,1,331,0
38,20,Full,10,NG,FORD,1896,D,2000,12,0,Garage,8000,SDP,0,2104,0
25,6,Full,0,BT,VOLKSWAGEN,1968,D,4700,9,1,Road,6000,SDP&C,1,1404,0
21,2,Full,1,ML,AUDI,1390,P,5600,6,0,Garage,4000,Business,0,1271,0
25,7,Full,2,PO,BMW,2979,P,1000,14,0,Garage,5000,SDP&C,0,576,0
43,24,Full,12,PR,HONDA,1590,P,800,13,0,Other,10000,SDP,0,576,0
49,31,Full,9,DN,JAGUAR,2967,P,1100,14,2,Drive,1000,SDP,0,399,0
20,0,Full,0,DE,SEAT,1198,P,3600,5,0,Other,5000,SDP,0,2018,0
39,20,Full,19,AB,FORD,1798,P,2200,8,3,Garage,12000,SDP&C,0,205,0
53,31,Full,5,WA,FORD,1596,P,200,15,3,Road,3000,SDP,0,412,0
37,18,Full,1,TS,FORD,1596,P,400,12,0,Road,2000,SDP&C,1,891,0
49,31,Full,10,SY,VOLVO,2400,D,22000,3,3,Drive,14000,Business,0,371,0
24,0,Full,0,SA,FORD,1297,P,1000,9,0,Drive,3000,SDP,0,898,0
29,0,Full,0,S,FIAT,1242,P,5000,3,0,Road,5000,SDP,0,1395,0
28,10,Full,10,LU,VAUXHALL,1796,P,400,14,0,Road,3000,SDP&C,0,644,0
28,10,Full,2,HX,RENAULT,1390,P,300,13,0,Drive,3000,SDP,0,829,0
24,6,Full,1,WA,FORD,999,P,5500,4,0,Drive,10000,SDP&C,1,1224,0
21,3,Full,1,BT,VOLKSWAGEN,1896,D,1600,12,0,Drive,5000,SDP&C,0,1638,0
48,30,Full,20,CV,PEUGEOT,1360,P,300,15,0,Drive,10000,SDP&C,0,267,0
38,14,Full,3,PE,JAGUAR,1998,D,1400,12,0,Garage,3000,SDP,0,739,0
62,45,Full,20,DD,VOLKSWAGEN,1984,P,1500,12,2,Drive,5000,SDP,0,153,0
53,33,Full,8,B,FORD,1596,P,700,10,1,Drive,8000,SDP&C,0,589,0
44,26,Full,20,TA,BMW,1995,D,11800,3,2,Drive,10000,Business,0,288,0
45,0,Provisional,0,DE,SKODA,1896,D,4000,9,0,Drive,8000,SDP&C,0,1751,0
57,39,Full,20,B,FORD,1388,P,6000,4,4,Drive,7000,SDP,0,293,0
34,1,Full,1,BA,PEUGEOT,1587,P,500,16,0,Garage,5000,SDP,0,787,0
40,21,Full,0,G,JAGUAR,2099,P,700,14,0,Road,8000,SDP&C,0,1403,0
20,3,Full,3,BS,PEUGEOT,1598,P,11200,1,1,Drive,14000,SDP&C,0,2867,0
53,20,Full,9,BN,FORD,1297,P,200,15,0,Drive,3000,SDP,0,228,0
27,4,Full,4,CB,AUDI,1968,D,25500,1,1,Other,2000,Business,1,863,0
69,49,Full,9,KY,FORD,1388,P,800,10,2,Road,5000,SDP,1,182,0
24,0,Full,0,BB,FIAT,1242,P,3700,3,3,Drive,15000,SDP&C,0,1875,0
41,19,Full,9,WN,VAUXHALL,1598,P,700,16,0,Drive,5000,SDP&C,1,527,0
59,22,Full,8,CO,FORD,1798,P,300,15,0,Drive,6000,Business,1,370,0
51,27,Full,11,LN,CHRYSLER,2429,P,1300,10,7,Drive,5000,SDP,0,366,0
33,15,Full,1,TA,CITROEN,1587,P,700,12,0,Drive,10000,SDP,1,436,0
38,21,Full,11,RH,FORD,1398,D,1100,10,5,Road,8000,Business,0,271,0
27,6,Full,3,PL,BMW,1995,D,1500,15,1,Road,5000,SDP,2,792,0
22,5,Provisional,0,SR,PEUGEOT,1560,D,1700,10,0,Drive,8000,SDP,0,2066,0
47,28,Full,0,DA,TOYOTA,1998,P,800,15,0,Drive,10000,SDP&C,0,736,0
57,38,Full,15,IG,FORD,1560,D,7000,6,4,Drive,7000,SDP,0,268,0
20,2,Provisional,2,WD,CITROEN,1124,P,200,17,0,Garage,2000,SDP,0,1487,0
47,20,Full,9,SK,TOYOTA,998,P,5100,1,0,Road,4000,SDP&C,1,349,0
32,13,Full,13,CV,LANDROVER,2993,D,19700,5,0,Garage,6000,SDP,0,995,0
54,36,Full,9,EH,TOYOTA,1296,P,2500,9,4,Road,3000,SDP,1,302,0
30,6,Full,5,E,FORD,1242,P,2500,7,2,Drive,2000,SDP,0,750,0
86,52,Full,9,BS,MERCEDES-BENZ,1991,P,13100,3,1,Drive,10000,SDP,1,1515,0
20,1,Full,0,CF,VAUXHALL,1364,P,500,12,0,Drive,5000,SDP&C,0,1777,0
25,7,Full,7,SL,BMW,2993,D,8900,8,0,Drive,6000,SDP&C,0,1584,0
27,8,Full,8,WA,VOLKSWAGEN,1598,D,4600,6,1,Drive,10000,SDP&C,0,545,0
39,21,Full,9,BT,VOLKSWAGEN,1968,D,2000,10,8,Drive,9000,SDP&C,0,305,0
43,23,Full,16,DE,VOLKSWAGEN,1968,D,4300,8,3,Drive,5000,SDP&C,0,244,0
24,5,Full,4,UB,AUDI,1781,P,900,14,0,Drive,3000,SDP,0,1588,0
24,4,Full,0,NW,TOYOTA,1497,P,1100,13,0,Road,6000,SDP,0,2038,0
35,0,Provisional,0,CR,SKODA,1896,D,4000,8,0,Drive,8000,SDP&C,0,1636,0
46,29,Full,6,IV,PROTON,1149,P,1700,5,3,Road,6000,SDP,0,194,0
53,25,Full,15,B,FORD,1297,P,600,10,8,Drive,5000,Business,0,186,0
31,3,Full,3,B,TOYOTA,1995,D,2600,11,2,Road,3000,SDP,0,1850,0
28,4,Full,2,IP,FORD,1596,P,700,9,0,Drive,3000,SDP&C,1,609,0
46,27,Full,10,LS,VAUXHALL,1598,P,600,14,11,Road,2000,Business,0,513,0
24,7,Full,2,B,HONDA,1998,P,700,15,0,Garage,2000,SDP,0,1345,0
46,19,Provisional,0,ST,CITROEN,1124,P,400,12,0,Drive,3000,SDP,0,1056,0
48,29,Full,20,BH,MERCEDES-BENZ,3199,P,800,16,2,Road,10000,SDP&C,0,420,0
54,27,Full,17,L,SAAB,1910,D,1800,9,4,Garage,4000,SDP,0,458,0
33,15,Full,0,HP,AUDI,3189,P,7000,9,1,Drive,5000,SDP&C,0,895,0
50,33,Full,20,ST,MINI,1598,P,2700,9,5,Drive,9000,SDP,0,196,0
30,5,Full,5,B,SEAT,1198,P,1300,10,0,Road,10000,SDP,0,1330,0
32,11,Full,11,CV,PEUGEOT,1398,D,1100,10,0,Drive,10000,SDP&C,1,485,0
70,19,Full,3,BB,TOYOTA,1329,P,3000,6,0,Road,4000,SDP,1,376,0
24,6,Full,1,OL,AUDI,1896,D,5200,8,0,Drive,4000,SDP,0,1612,0
57,25,Full,0,UB,HYUNDAI,1086,P,600,8,0,Road,3000,SDP,0,435,0
41,25,Full,6,LN,HYUNDAI,998,P,6800,0,0,Garage,1000,Business,1,281,0
36,5,Full,5,BS,MAZDA,1388,P,1000,10,4,Road,5000,SDP,0,497,0
45,13,Full,13,PR,AUDI,2967,D,25000,4,0,Road,12000,SDP&C,0,757,0
17,0,Full,0,ME,FIAT,1368,P,1100,9,0,Drive,5000,SDP&C,0,1880,0
24,5,Full,3,M,BMW,1995,D,3300,11,4,Garage,3000,SDP&C,0,1882,0
78,60,Full,9,PR,NISSAN,1198,P,5900,2,0,Garage,3000,SDP,0,376,0
27,9,Full,9,LE,MINI,1598,P,2300,10,7,Drive,4500,SDP&C,0,311,0
56,37,Full,9,CV,VOLKSWAGEN,1896,D,2500,9,1,Drive,8000,SDP&C,0,235,0
53,35,Full,15,HU,LANDROVER,2179,D,14900,4,0,Garage,6000,SDP&C,0,276,0
19,0,Full,0,TF,VAUXHALL,1364,P,1600,8,0,Drive,5000,SDP,0,1531,0
28,11,Full,7,CV,FIAT,1242,P,3900,6,0,Drive,10000,SDP&C,1,409,0
17,0,Full,0,S,FIAT,1242,P,800,10,0,Drive,5000,SDP&C,0,2844,0
42,26,Full,12,NG,FORD,1753,D,3900,9,0,Drive,8000,SDP&C,0,442,0
20,0,Provisional,0,BA,RENAULT,1149,P,4000,3,0,Drive,8000,SDP&C,0,789,0
37,7,Full,4,M,SKODA,1896,D,2000,9,0,Road,4000,SDP&C,1,940,0
35,15,Full,10,NN,VOLVO,2401,D,1000,12,0,Road,6000,SDP,0,924,0
26,0,Full,0,WA,FIAT,1248,D,1500,7,0,Drive,7000,SDP&C,0,1996,0
21,0,Full,0,ML,TOYOTA,1998,P,13300,3,0,Drive,11000,SDP&C,0,2682,0
57,39,Full,9,NG,FORD,1242,P,1500,7,5,Drive,5000,SDP&C,0,162,0
35,16,Full,1,LE,FORD,1242,P,3900,5,3,Drive,12000,SDP&C,1,408,0
40,0,Full,0,PR,MAZDA,1598,P,1100,10,0,Drive,7000,SDP&C,0,2498,0
42,24,Full,10,IG,PEUGEOT,1124,P,500,14,0,Drive,5000,SDP&C,0,600,0
51,34,Full,11,G,AUDI,2967,D,31300,1,1,Other,10000,Business,0,557,0
44,17,Full,0,EH,TOYOTA,998,P,4800,2,1,Road,9000,Business,0,340,0
26,9,Full,6,TR,SEAT,1598,P,2100,9,0,Drive,5000,SDP&C,0,277,0
25,8,Full,8,SM,FIAT,1242,P,4400,5,1,Drive,7000,SDP&C,0,331,0
20,1,Full,1,CB,FIAT,1242,P,7900,1,0,Drive,8000,SDP&C,0,758,0
21,2,Full,1,G,FIAT,1368,P,11100,1,0,Drive,5000,SDP,1,1787,0
26,8,Full,0,OL,VAUXHALL,1910,D,1900,9,1,Garage,10000,SDP&C,0,1795,0
59,35,Full,3,S,FORD,1242,P,1000,14,2,Road,8000,SDP&C,0,267,0
71,46,Full,13,CH,NISSAN,1497,P,900,11,6,Drive,5000,SDP,0,249,0
57,39,Full,18,BB,TOYOTA,998,P,1200,11,1,Road,10000,SDP,0,278,0
53,33,Full,12,CV,VAUXHALL,1686,D,1000,10,8,Garage,5000,SDP&C,0,183,0
47,30,Full,13,BD,FORD,1242,P,3900,5,1,Road,8000,SDP&C,0,287,0
35,18,Full,10,MK,TOYOTA,1794,P,600,14,0,Garage,500,SDP,0,1285,0
52,23,Full,20,B,SAAB,1910,D,1100,12,2,Road,4000,Business,0,435,0
38,8,Full,5,B,SEAT,1968,D,5200,5,0,Road,4000,SDP&C,1,1169,0
31,7,Full,3,L,BMW,1995,D,15800,2,0,Road,10000,SDP&C,0,1665,0
41,24,Full,2,BS,VAUXHALL,1398,P,9900,0,0,Road,5000,Business,1,361,0
31,0,Full,0,WA,VOLKSWAGEN,1598,P,2400,9,0,Garage,10000,SDP&C,0,1832,0
17,0,Full,0,CV,PEUGEOT,1124,P,200,16,0,Drive,1000,SDP,0,2600,0
28,0,Full,0,B,FORD,1596,P,500,11,0,Garage,3500,SDP&C,0,2201,0
57,40,Full,20,ST,VAUXHALL,1686,D,800,14,1,Garage,5000,SDP,0,317,0
